strouhal PSD[dB/Hz]
686488.6048605707 -52.5593406237
687262.5491727066 -52.8553000501
688036.4934848326 -52.5535201727
688810.4377969684 -52.8782815186
689584.3821091043 -52.5507499674
690358.3264212302 -52.8977474928
691132.270733366 -52.5494723798
691906.215045492 -52.9109894906
692680.1593576279 -52.5536638844
693454.1036697539 -52.9173395235
694228.0479818897 -52.5617825242
695001.9922940157 -52.9189171187
695775.9366061515 -52.5708851384
696549.8809182873 -52.9170012383
697323.8252304132 -52.5837259163
698097.7695425492 -52.9099003602
698871.7138546751 -52.5994109619
699645.658166811 -52.8975446911
700419.6024789369 -52.6177435253
701193.5467910728 -52.8823914503
701967.4911031987 -52.6373893177
702741.4354153345 -52.8651155871
703515.3797274703 -52.6572033977
704289.3240395964 -52.8452346947
705063.2683517322 -52.6798242697
705837.2126638582 -52.82249334
706611.156975994 -52.702620839
707385.10128812 -52.7996017061
708159.0456002558 -52.723470643
708932.9899123817 -52.7776134115
709706.9342245177 -52.7443463689
710480.8785366436 -52.7544185951
711254.8228487795 -52.764407545
712028.7671609153 -52.7317469014
712802.7114730413 -52.7829651107
713576.655785177 -52.7108322933
714350.600097303 -52.7986913907
715124.5444094389 -52.6917334825
715898.4887215649 -52.8113388557
716672.4330337007 -52.6746961473
717446.3773458267 -52.8225853215
718220.3216579625 -52.6586449136
718994.2659700983 -52.8305186543
719768.2102822242 -52.6459382966
720542.1545943602 -52.8341576704
721316.0989064862 -52.6364353459
722090.043218622 -52.8352090525
722863.987530748 -52.6277898902
723637.9318428838 -52.8338093773
724411.8761550098 -52.6220926145
725185.8204671455 -52.8289750437
725959.7647792815 -52.6192150599
726733.7090914074 -52.8206391302
727507.6534035433 -52.6184704169
728281.5977156692 -52.8098532377
729055.542027805 -52.6198465385
729829.486339931 -52.7974358327
730603.4306520668 -52.6219014946
731377.3749641927 -52.7829698501
732151.3192763287 -52.6264619815
732925.2635884645 -52.7659676534
733699.2079005905 -52.6325401072
734473.1522127263 -52.7482893559
735247.0965248523 -52.6380634656
736021.0408369881 -52.7307165163
736794.985149114 -52.6446682034
737568.92946125 -52.7117217588
738342.8737733759 -52.6519761684
739116.8180855118 -52.6924307131
739890.7623976475 -52.6588577271
740664.7067097735 -52.6739621983
741438.6510219093 -52.6650822364
742212.5953340353 -52.6562712412
742986.5396461711 -52.6701052864
743760.4839582972 -52.6395654534
744534.428270433 -52.6749751976
745308.372582559 -52.62317747
746082.3168946948 -52.6788920126
746856.2612068207 -52.6084991547
747630.2055189565 -52.6804824091
748404.1498310925 -52.5960448816
749178.0941432185 -52.681184954
749952.0384553543 -52.5839875058
750725.9827674803 -52.680906904
751499.927079616 -52.5738419454
752273.871391742 -52.6786813322
753047.8157038778 -52.5657486217
753821.7600160039 -52.6748333401
754595.7043281397 -52.5589164822
755369.6486402756 -52.6697407607
756143.5929524015 -52.5537998576
756917.5372645373 -52.6636869436
757691.4815766632 -52.5495274638
758465.4258887991 -52.6566380266
759239.370200925 -52.5469191812
760013.314513061 -52.6479732337
760787.2588251869 -52.5460390292
761561.2031373228 -52.638792987
762335.1474494585 -52.545177323
763109.0917615845 -52.629520782
763883.0360737204 -52.5455145006
764656.9803858463 -52.6192017624
765430.9246979823 -52.5470034789
766204.8690101082 -52.6086670384
766978.813322244 -52.5485441364
767752.75763437 -52.5984096647
768526.7019465058 -52.5507179195
769300.6462586416 -52.5881177311
770074.5905707676 -52.5528461252
770848.5348829034 -52.5782466898
771622.4791950295 -52.5553349459
772396.4235071653 -52.5684065344
773170.3678192913 -52.5582933751
773944.312131427 -52.5590022462
774718.256443553 -52.5604751738
775492.2007556888 -52.5508463767
776266.1450678149 -52.5627064817
777040.0893799508 -52.5427198662
777814.0336920865 -52.5652020941
778587.9780042125 -52.5353465853
779361.9223163483 -52.5670152764
780135.8666284743 -52.529082687
780909.8109406101 -52.5688074478
781683.7552527362 -52.5231335994
782457.699564872 -52.5703128559
783231.643876998 -52.5182948089
784005.5881891338 -52.5714603253
784779.5325012696 -52.5141574897
785553.4768133955 -52.5727138938
786327.4211255314 -52.5105375018
787101.3654376573 -52.5734073032
787875.3097497933 -52.5082461149
788649.2540619192 -52.573890396
789423.198374055 -52.5062111937
790197.142686181 -52.5745125377
790971.0869983168 -52.5049782905
791745.0313104527 -52.5745719523
792518.9756225786 -55.5152039878
